N,P,K,Temperature,Humidity,Rainfall,Label,Yield (kg/ha),Soil_Moisture (%)
37.25,117.866,195.544,18.102,83.894,326.376,grapes,7913.936,42.283
23.244,128.501,194.555,17.806,79.545,372.134,grapes,8554.536,20.201
36.402,122.441,207.34,34.834,80.806,585.725,grapes,8311.182,35.023
26.585,143.373,199.322,38.862,81.919,642.077,grapes,7267.1,29.559
14.236,136.948,208.034,24.184,81.765,389.95,grapes,8872.232,31.114
7.04,121.796,195.835,24.103,83.602,442.997,grapes,7548.049,25.777
1.275,123.849,191.293,39.867,78.775,541.574,grapes,7176.297,25.916
11.863,128.258,193.051,29.013,81.955,381.464,grapes,8257.527,30.903
17.856,144.556,197.76,26.831,79.858,465.904,grapes,7952.236,24.716
16.864,144.373,198.093,27.019,78.456,432.327,grapes,7890.434,25.765
-0.346,134.892,202.279,16.343,82.115,251.5,grapes,7601.022,28.901
23.85,138.472,194.825,27.733,85.039,497.048,grapes,7651.387,35.855
0.079,119.94,198.035,40.229,81.957,496.221,grapes,7959.967,24.309
8.051,125.448,203.793,12.819,83.1,221.325,grapes,8131.054,26.387
16.114,139.364,196.224,41.095,82.183,766.574,grapes,7916.558,26.985
36.254,117.834,211.926,34.756,80.656,564.766,grapes,8643.527,35.179
13.184,139.204,197.878,13.595,82.57,287.233,grapes,9065.776,30.003
36.584,127.077,204.669,15.552,82.119,317.196,grapes,7260.962,28.983
29.822,120.708,202.185,39.384,80.637,781.406,grapes,10275.526,30.722
6.537,135.013,205.296,18.228,80.578,316.314,grapes,8057.319,35.55
29.761,144.116,201.216,11.519,83.661,279.916,grapes,9430.952,25.155
27.18,127.994,211.092,39.76,83.85,583.069,grapes,7558.185,26.34
41.845,136.616,200.055,21.609,83.833,464.629,grapes,8502.972,33.44
15.96,132.052,202.901,23.796,82.577,469.21,grapes,8127.623,31.122
23.076,128.617,197.196,30.127,81.425,534.157,grapes,8016.708,30.276
5.163,138.712,197.489,18.138,82.109,308.943,grapes,8799.21,19.585
31.925,132.309,196.352,41.072,83.558,691.079,grapes,8902.534,27.324
32.387,119.744,201.087,10.789,85.132,236.369,grapes,8734.436,33.246
40.798,139.298,211.014,21.033,81.066,536.234,grapes,8597.607,27.883
5.252,123.68,197.209,29.351,81.417,443.678,grapes,6361.657,22.702
6.6,123.869,197.551,26.358,81.786,386.677,grapes,8215.509,34.331
36.174,147.138,201.434,36.744,81.645,688.217,grapes,8343.718,20.06
31.845,117.288,199.755,37.224,82.157,600.719,grapes,9567.614,23.526
27.466,133.621,191.802,40.389,81.606,740.997,grapes,7384.667,28.025
18.129,117.307,188.355,18.428,80.221,269.414,grapes,4750.64,32.368
9.356,122.039,198.868,12.366,83.136,182.976,grapes,6407.982,34.408
38.1,125.341,199.327,25.945,81.375,464.269,grapes,7961.805,34.997
9.187,122.508,194.671,24.264,80.404,336.374,grapes,5253.078,36.202
25.143,120.272,200.572,30.225,83.69,568.086,grapes,7641.826,31.259
34.341,139.369,201.355,22.211,80.632,360.666,grapes,8109.792,29.425
41.852,119.396,200.839,17.658,83.207,263.445,grapes,8023.079,30.74
35.898,127.156,205.321,19.817,80.034,323.96,grapes,7420.659,34.831
10.032,139.413,200.61,29.014,80.304,509.573,grapes,5713.705,33.083
25.627,126.726,191.503,39.654,80.812,608.163,grapes,9021.42,23.812
18.795,133.075,196.304,28.011,84.198,527.565,grapes,7670.848,30.701
23.325,142.158,211.945,12.468,83.992,268.759,grapes,7975.652,34.574
17.735,120.463,191.613,18.676,81.055,332.293,grapes,6800.811,24.07
33.935,125.279,197.003,37.932,80.226,654.15,grapes,8082.385,26.982
1.915,125.389,200.879,40.183,84.338,751.079,grapes,7772.989,28.483
7.667,130.324,195.675,26.717,83.699,401.444,grapes,8684.175,33.24
22.09,138.026,199.112,33.871,80.556,579.025,grapes,7719.237,31.383
36.12,136.469,202.296,41.311,81.812,709.143,grapes,8091.466,28.004
15.777,129.588,205.287,28.822,82.678,477.929,grapes,6984.631,21.698
10.936,123.081,201.9,29.5,81.562,549.93,grapes,8910.959,27.62
7.537,137.102,203.237,31.363,79.914,488.172,grapes,7177.152,32.994
34.921,128.401,203.771,24.969,80.323,408.189,grapes,9754.067,35.321
37.259,137.371,201.875,40.366,79.905,793.305,grapes,8503.337,33.708
5.635,142.471,197.432,29.365,79.028,482.04,grapes,8086.34,30.536
8.693,125.574,201.269,25.858,79.989,428.285,grapes,9847.854,31.68
7.323,134.429,203.108,20.427,79.606,344.634,grapes,8234.286,31.531
21.77,134.705,201.338,10.19,79.049,257.022,grapes,7453.297,27.741
32.333,125.919,196.551,40.689,79.033,740.253,grapes,8095.863,32.871
15.325,130.865,208.203,38.667,77.923,623.447,grapes,8348.957,24.561
18.109,134.874,196.726,41.325,81.724,756.64,grapes,6462.62,20.597
14.674,140.846,191.758,40.5,83.817,673.179,grapes,9650.913,28.339
33.112,144.954,201.564,10.809,81.247,259.617,grapes,7789.306,32.884
38.576,140.934,205.796,25.217,83.185,482.043,grapes,8329.858,33.503
21.175,139.67,195.521,39.02,84.426,626.187,grapes,10779.801,38.886
6.21,124.977,201.819,26.455,82.197,452.93,grapes,7227.464,32.96
30.902,138.131,206.652,33.368,80.286,686.093,grapes,7277.969,33.115
2.056,135.145,204.476,17.485,80.787,355.386,grapes,7165.346,26.038
33.401,137.986,203.302,33.418,80.901,618.804,grapes,8167.024,21.231
26.358,144.299,212.626,9.581,81.332,248.544,grapes,9685.428,36.682
20.38,131.002,199.738,22.535,83.774,325.926,grapes,8326.868,27.288
20.122,133.182,206.941,29.374,79.867,430.857,grapes,8037.514,33.194
41.17,120.247,197.255,18.978,82.886,362.322,grapes,7405.019,26.459
33.564,137.045,192.401,40.392,80.352,731.891,grapes,8570.8,27.731
39.265,125.605,196.627,18.92,80.579,357.057,grapes,5073.635,34.893
23.071,132.37,205.045,23.233,80.535,493.722,grapes,5547.212,25.123
32.484,135.172,196.141,35.97,80.911,648.522,grapes,8692.209,37.646
36.096,118.482,209.271,35.676,81.569,657.186,grapes,8228.597,26.875
7.041,128.922,202.872,17.041,80.633,291.629,grapes,6069.51,32.278
20.888,125.203,199.692,18.257,79.221,326.49,grapes,7774.326,33.007
17.379,131.946,195.565,18.227,80.226,335.146,grapes,8502.742,35.33
39.937,128.841,197.975,34.661,87.2,613.02,grapes,7974.623,28.389
26.061,130.019,197.184,21.244,84.875,443.693,grapes,8567.558,27.561
40.922,123.913,204.321,11.807,79.556,340.59,grapes,6987.257,27.542
20.305,124.462,196.262,18.913,83.462,300.851,grapes,8042.839,28.008
25.29,114.815,203.37,30.937,83.952,406.73,grapes,8372.887,30.691
13.002,122.939,205.723,18.117,81.728,348.017,grapes,9542.745,30.853
17.682,149.939,203.236,30.598,83.67,618.481,grapes,8460.797,26.223
30.449,146.038,203.99,10.906,83.055,266.503,grapes,8020.52,27.633
32.234,136.161,201.948,9.371,83.37,192.388,grapes,7722.088,15.736
36.618,132.259,196.315,25.364,83.34,469.225,grapes,8166.925,26.721
22.544,132.945,207.68,24.493,80.872,408.722,grapes,7472.935,38.68
31.282,128.899,196.428,17.744,82.566,304.628,grapes,8225.253,24.232
14.279,122.205,206.507,13.759,79.572,269.141,grapes,7728.512,25.67
27.687,137.317,205.114,12.129,83.235,313.307,grapes,7465.823,35.238
16.479,120.742,198.865,19.394,79.88,252.621,grapes,7972.605,27.975
8.851,134.448,197.929,42.056,81.932,742.47,grapes,8703.716,24.912
12.76,140.878,198.606,17.478,78.811,400.457,grapes,8614.25,33.794
18.954,139.934,203.955,10.895,79.499,290.04,grapes,7863.998,31.073
30.672,120.354,195.988,19.98,81.979,329.096,grapes,9553.171,27.713
37.523,134.544,202.992,40.726,81.217,757.571,grapes,6240.576,32.248
3.207,136.44,195.467,26.049,85.468,414.693,grapes,7361.752,41.162
26.604,136.521,203.674,27.109,82.677,471.148,grapes,7907.513,23.574
1.152,136.872,189.684,22.725,77.64,243.464,grapes,8554.825,34.247
20.285,140.231,196.968,10.922,79.504,307.883,grapes,7685.039,28.459
36.745,123.835,193.409,18.899,82.822,368.747,grapes,8278.439,30.938
13.118,138.603,200.224,17.778,83.089,307.506,grapes,9105.422,30.882
35.807,119.196,197.974,25.983,81.449,424.652,grapes,6427.563,25.468
6.259,124.045,194.872,25.889,81.002,399.894,grapes,7316.42,23.956
33.722,130.684,193.62,40.583,81.486,578.717,grapes,9019.619,33.185
-1.117,139.139,206.412,17.299,84.756,323.865,grapes,7769.469,32.675
13.639,118.271,194.617,12.636,83.023,167.59,grapes,7767.123,38.782
16.241,134.658,200.685,33.166,85.259,521.39,grapes,8863.381,33.95
19.841,141.268,210.418,19.101,86.056,284.91,grapes,7868.95,29.073
23.946,144.22,195.301,39.329,79.076,671.759,grapes,7494.719,30.154
24.626,123.634,204.758,30.59,83.721,511.168,grapes,8707.821,31.033
6.151,142.24,202.83,17.882,83.048,255.145,grapes,9044.472,28.637
45.333,146.018,197.145,36.663,83.236,628.117,grapes,8468.165,33.255
16.814,133.056,192.293,40.826,83.251,589.628,grapes,5778.252,26.51
9.009,124.506,196.53,12.5,80.879,211.371,grapes,7744.465,34.218
37.774,123.812,192.707,18.129,85.137,344.61,grapes,9244.831,25.275
10.318,120.563,190.803,24.085,85.215,305.484,grapes,7991.114,34.883
1.095,123.524,199.423,39.194,81.92,658.454,grapes,8126.073,31.041
33.355,133.607,200.112,25.761,83.936,499.986,grapes,8766.092,28.62
47.39,145.399,202.567,24.687,81.977,583.575,grapes,7991.529,31.298
8.743,134.375,190.401,20.662,84.374,386.113,grapes,7041.313,29.051
28.947,147.278,203.375,19.832,82.14,424.129,grapes,6884.347,23.644
30.37,135.324,193.368,21.725,80.007,312.054,grapes,7242.819,23.368
15.562,140.054,198.76,17.736,83.952,335.039,grapes,6686.122,24.647
4.066,133.527,204.795,30.051,83.241,510.838,grapes,9198.494,33.631
28.157,134.684,200.564,31.017,83.21,476.861,grapes,8310.885,27.575
2.178,133.449,192.534,23.038,81.016,318.381,grapes,6634.492,33.806
34.768,143.827,200.711,11.876,80.529,291.754,grapes,6057.141,26.408
37.354,123.455,202.798,26.594,81.885,496.359,grapes,7712.393,34.345
36.659,133.874,195.727,21.522,77.569,413.742,grapes,8134.534,35.444
38.746,141.156,206.622,36.911,79.874,561.506,grapes,7255.701,36.282
32.619,136.632,194.411,36.142,82.511,640.73,grapes,8716.018,29.26
39.618,124.602,208.336,24.934,80.78,500.367,grapes,6863.011,26.003
8.712,121.24,201.47,11.965,83.893,229.616,grapes,9549.085,30.785
14.426,126.958,200.87,29.133,82.091,494.877,grapes,9946.307,28.98
39.688,118.709,190.341,17.764,85.797,396.553,grapes,9427.16,28.87
43.857,140.283,197.844,14.283,79.859,305.793,grapes,8492.249,33.063
20.076,131.798,189.917,30.148,82.597,526.144,grapes,7678.601,33.265
25.595,129.697,193.499,29.788,82.474,544.941,grapes,7407.897,30.581
34.926,141.989,195.507,35.227,84.456,639.577,grapes,8915.332,36.016
1.296,135.027,208.69,29.632,82.567,517.02,grapes,7281.972,34.907
18.094,136.888,196.257,40.987,82.398,671.545,grapes,9278.782,35.938
37.463,120.658,195.633,16.962,85.479,369.407,grapes,9050.289,27.756
3.786,126.349,205.74,27.854,86.208,365.697,grapes,7768.206,30.77
28.3,139.164,199.572,8.242,84.739,210.841,grapes,9951.76,31.936
2.924,141.775,200.883,27.27,82.855,456.935,grapes,7673.42,30.105
34.934,128.265,194.928,37.327,82.8,741.591,grapes,7232.259,30.894
26.265,119.912,195.1,42.304,78.807,701.355,grapes,8520.652,34.18
7.8,136.019,204.492,41.489,81.557,616.851,grapes,7419.849,34.567
21.889,138.68,203.813,17.489,79.875,331.017,grapes,6845.396,24.354
45.085,124.997,204.304,11.161,80.508,275.683,grapes,8489.979,28.711
22.764,131.802,198.115,23.159,80.246,446.65,grapes,8507.369,32.66
25.209,139.142,198.104,38.966,82.517,620.471,grapes,8845.51,25.366
23.056,142.225,198.583,38.482,82.7,636.315,grapes,8237.614,29.51
15.882,118.878,198.393,18.714,81.037,301.147,grapes,7212.662,26.943
32.161,131.418,197.346,16.126,83.563,345.171,grapes,6420.088,35.294
25.7,126.149,197.082,19.245,80.758,373.172,grapes,7877.09,30.041
40.357,142.978,192.383,14.974,78.087,342.902,grapes,7863.596,32.829
32.594,129.115,195.07,16.126,85.554,312.191,grapes,7136.479,28.607
1.139,121.647,194.222,39.537,83.079,599.937,grapes,6422.737,35.515
4.264,133.78,206.248,19.727,79.461,440.342,grapes,7816.207,27.635
28.157,123.208,195.768,41.537,83.548,648.862,grapes,8106.822,34.442
1.885,126.735,198.897,12.868,80.535,219.487,grapes,8546.48,37.185
43.936,131.278,205.394,21.506,81.474,540.851,grapes,6616.594,39.619
32.009,123.65,195.355,37.87,79.893,576.059,grapes,6765.508,33.9
5.86,144.86,197.999,28.897,83.429,474.795,grapes,9224.032,23.628
3.288,125.134,202.431,12.616,80.686,242.691,grapes,9577.043,31.745
3.333,143.777,198.573,26.721,82.893,475.428,grapes,7714.719,21.369
24.218,140.351,205.336,19.293,83.726,330.937,grapes,8581.203,29.664
2.411,128.085,197.46,25.929,81.123,463.322,grapes,8948.278,32.333
39.149,130.11,193.105,20.616,81.006,390.11,grapes,9003.127,21.008
26.894,143.378,213.673,11.549,78.368,338.455,grapes,8471.293,21.426
14.988,130.918,193.645,33.741,83.974,519.887,grapes,7190.299,26.961
5.458,123.825,201.339,16.6,78.363,322.106,grapes,7411.51,36.306
5.869,124.234,192.215,23.877,83.702,350.019,grapes,7485.351,33.051
20.316,133.697,199.534,24.304,83.584,508.34,grapes,8462.934,25.541
40.937,119.223,196.545,17.877,83.9,310.661,grapes,8394.461,26.723
39.408,119.805,199.765,18.965,84.239,326.56,grapes,7466.638,31.631
0.327,132.41,201.533,20.315,81.249,283.654,grapes,9064.696,30.994
41.036,124.793,197.393,14.857,79.765,347.058,grapes,7498.238,25.386
12.939,122.529,204.435,29.401,82.954,528.974,grapes,8612.872,36.951
7.696,119.66,193.141,12.193,84.598,180.503,grapes,8593.491,28.849
28.542,130.109,192.562,22.161,86.47,359.91,grapes,6894.42,30.571
15.49,135.269,194.056,41.695,78.209,580.812,grapes,7903.139,18.591
29.254,142.264,201.474,19.843,82.96,366.988,grapes,8392.224,27.981
35.77,122.957,191.219,37.677,77.883,773.676,grapes,6925.834,21.772
22.1,126.79,211.284,33.005,81.797,614.074,grapes,6936.081,31.293
17.473,142.068,198.413,26.652,81.711,563.903,grapes,7047.521,25.113
39.89,132.27,203.404,24.665,82.404,442.366,grapes,7864.704,25.652
16.864,139.852,202.952,17.021,80.571,296.37,grapes,8843.915,31.135
26.128,141.93,207.929,11.387,81.897,279.516,grapes,8464.364,31.797
26.521,145.363,208.61,9.459,83.79,235.789,grapes,6504.855,25.42
22.575,134.654,209.492,20.097,86.251,380.694,grapes,6436.641,29.863
6.477,124.916,198.146,12.575,79.178,227.285,grapes,8507.859,34.325
27.633,127.635,191.136,29.366,81.777,469.352,grapes,8418.408,28.999
42.645,138.317,197.954,14.248,79.241,290.844,grapes,7890.399,32.783
38.181,137.859,204.084,24.985,82.33,458.846,grapes,8320.615,33.643
30.43,144.729,199.618,19.234,82.2,497.061,grapes,5484.54,37.046
17.355,121.722,195.753,18.593,82.319,272.297,grapes,7414.892,31.704
22.203,134.843,187.153,27.348,84.188,423.215,grapes,7458.929,20.214
42.472,134.825,205.462,21.545,82.609,481.97,grapes,7449.087,34.857
14.914,119.222,209.432,9.649,84.231,181.317,grapes,8110.522,33.951
37.721,132.014,195.648,20.625,81.115,318.062,grapes,9161.824,21.621
23.879,138.263,197.171,9.487,79.114,250.652,grapes,7719.979,27.067
13.529,133.754,191.075,40.946,81.43,728.905,grapes,7140.316,31.355
26.538,120.191,193.37,19.963,80.919,376.381,grapes,7145.566,29.81
15.78,141.199,206.091,30.5,81.677,621.83,grapes,7289.253,32.385
30.421,130.577,209.843,10.282,83.779,218.174,grapes,7611.503,30.479
21.408,139.42,201.04,19.869,85.184,274.937,grapes,9036.845,31.045
6.462,136.661,193.903,29.218,83.868,534.301,grapes,9660.628,33.994
34.942,139.717,198.535,35.956,83.832,780.329,grapes,9045.872,23.815
32.514,132.931,202.182,10.397,81.044,276.823,grapes,8826.441,29.359
28.933,140.053,191.945,35.965,82.798,520.792,grapes,7667.894,28.652
30.254,124.556,203.769,10.667,82.263,176.597,grapes,9110.766,36.347
12.546,126.347,199.527,18.67,79.9,300.999,grapes,8815.172,32.863
37.653,132.893,189.108,35.953,84.404,583.539,grapes,8260.168,28.666
16.031,145.791,198.742,27.035,79.289,485.674,grapes,7962.474,31.533
33.977,133.779,193.755,10.265,81.114,222.823,grapes,9372.256,23.598
35.438,136.35,208.286,14.652,81.462,329.574,grapes,8639.727,33.084
36.202,135.719,206.562,9.88,84.148,300.458,grapes,8383.973,24.057
13.986,118.189,203.757,9.246,81.323,186.325,grapes,8228.224,24.147
15.855,137.206,202.258,17.258,80.656,335.938,grapes,8144.72,30.229
38.873,145.501,196.14,10.671,82.289,243.104,grapes,9302.278,28.887
15.41,124.508,194.468,12.686,82.622,217.162,grapes,7724.843,39.595
29.958,141.471,198.507,30.035,85.0,519.63,grapes,8838.346,22.799
4.828,131.417,202.46,17.634,81.37,278.15,grapes,7794.433,24.788
24.577,123.069,203.491,32.49,83.504,580.228,grapes,5792.493,31.637
22.889,128.589,196.42,22.062,82.634,441.203,grapes,6310.245,40.113
26.789,130.708,199.135,17.848,81.862,309.699,grapes,8898.437,37.208
32.347,138.106,202.701,32.844,82.179,591.728,grapes,7669.085,28.784
33.72,125.568,201.043,25.273,82.558,524.607,grapes,8535.339,36.113
6.1,134.822,203.391,25.581,84.977,410.771,grapes,8658.37,28.127
13.719,132.949,190.602,20.09,80.508,387.074,grapes,9513.059,30.715
33.672,137.632,197.14,9.397,80.353,242.502,grapes,6423.587,31.276
-2.307,137.256,200.32,20.505,82.882,364.895,grapes,8733.361,25.992
25.162,131.245,201.215,22.295,84.009,399.619,grapes,8084.722,30.785
9.511,120.809,203.874,12.775,80.361,276.9,grapes,9247.017,34.778
7.358,121.449,209.573,12.946,78.739,253.399,grapes,8465.215,26.378
24.306,150.071,207.521,9.448,81.594,225.62,grapes,8884.136,30.473
31.176,125.704,194.923,42.442,84.563,585.502,grapes,7246.414,36.529
15.367,142.967,199.608,27.457,77.952,633.664,grapes,8860.617,35.434
21.818,132.494,198.073,23.733,81.272,411.729,grapes,7372.629,28.405
39.961,122.785,192.022,18.709,81.829,260.93,grapes,6368.437,31.908
30.903,129.045,206.989,14.972,79.993,297.58,grapes,7418.674,37.788
30.149,139.639,199.129,36.089,82.537,628.86,grapes,6176.563,30.006
39.049,121.134,197.994,19.515,84.879,408.306,grapes,6410.606,27.891
13.612,122.027,193.966,11.347,84.476,222.006,grapes,8961.388,26.891
22.001,144.145,203.846,38.787,81.384,726.263,grapes,8094.964,31.262
17.127,122.114,198.179,18.643,81.113,338.97,grapes,7200.321,33.464
15.492,137.154,206.977,17.41,81.925,375.261,grapes,8262.491,30.267
29.085,131.245,198.625,40.312,82.35,803.473,grapes,6740.33,19.975
30.016,115.655,210.996,9.872,83.352,233.056,grapes,9368.095,34.379
14.306,145.601,200.056,26.969,79.617,506.557,grapes,7956.894,30.718
17.624,120.641,198.761,32.5,85.215,528.882,grapes,8543.399,31.623
31.242,127.644,203.123,16.467,83.303,345.159,grapes,8272.287,31.005
-4.903,132.551,204.378,17.866,78.169,282.016,grapes,8397.398,25.793
9.325,115.028,184.602,23.815,82.374,355.115,grapes,8407.714,40.722
13.719,124.691,194.711,11.972,84.236,175.463,grapes,8506.77,31.566
42.716,145.484,198.891,21.819,79.566,460.409,grapes,8522.189,21.696
13.394,133.282,198.954,28.773,83.996,554.977,grapes,8731.923,29.842
23.751,140.743,214.116,12.092,83.859,253.268,grapes,6984.113,35.849
19.442,132.28,201.193,39.136,83.349,501.879,grapes,6859.397,24.617
28.625,144.67,203.825,29.522,84.142,656.644,grapes,8615.147,32.918
38.498,136.28,196.705,22.11,79.761,410.052,grapes,8928.151,35.183
38.777,133.019,197.542,36.417,83.198,508.223,grapes,7060.354,40.104
27.737,120.336,197.694,19.929,80.277,363.459,grapes,8306.821,28.653
27.443,127.816,196.082,16.476,82.467,238.336,grapes,7879.074,26.825
28.698,124.678,204.978,30.104,80.472,647.806,grapes,8924.685,28.43
11.04,121.992,202.948,29.565,80.432,518.225,grapes,9320.688,27.432
1.861,127.633,208.918,16.502,82.149,227.685,grapes,7672.163,35.813
36.086,119.913,193.035,19.144,82.585,338.895,grapes,6862.224,31.511
33.939,119.537,197.328,19.741,82.126,301.898,grapes,9986.832,28.746
1.146,135.639,203.568,17.509,82.024,326.372,grapes,7900.916,36.153
26.144,144.583,199.2,10.739,81.518,236.375,grapes,8527.741,42.349
14.511,123.338,195.351,18.709,82.124,337.446,grapes,7984.548,31.384
36.258,126.662,199.124,14.826,81.075,251.897,grapes,7578.935,25.952
34.891,139.079,203.043,29.482,85.784,587.789,grapes,7847.549,24.044
32.725,142.798,203.372,10.999,79.94,265.451,grapes,6898.157,33.209
17.713,132.159,203.938,23.895,79.965,440.649,grapes,7950.224,25.295
40.59,138.621,207.297,21.153,82.313,466.2,grapes,8871.627,38.715
23.408,130.559,200.013,22.203,82.84,432.202,grapes,7990.95,13.577
20.095,128.628,192.957,39.841,83.174,645.83,grapes,9345.882,23.721
3.624,136.527,213.788,30.498,79.466,570.578,grapes,10240.407,33.645
36.874,125.187,193.34,19.754,83.859,296.865,grapes,5824.461,33.608
-2.564,135.408,198.872,23.377,77.275,448.015,grapes,8187.568,21.136
0.776,120.922,195.459,12.322,79.842,245.733,grapes,7555.488,33.957
2.405,144.24,194.89,27.236,85.118,482.173,grapes,7720.21,35.671
15.547,123.107,201.313,34.995,80.956,672.745,grapes,7430.872,37.805
27.689,146.161,203.81,18.427,82.358,344.313,grapes,6925.251,37.422
28.139,123.636,195.998,20.179,83.446,361.524,grapes,7930.444,26.947
12.155,123.155,194.924,24.025,85.779,303.793,grapes,8516.795,33.231
38.081,127.614,197.958,10.526,78.79,215.916,grapes,8115.388,32.499
11.656,144.165,192.983,13.614,84.406,249.805,grapes,7639.769,29.17
10.752,133.338,200.774,23.571,83.567,506.276,grapes,7198.803,30.462
20.411,140.955,194.203,27.802,84.173,565.973,grapes,10251.158,34.096
21.013,134.159,201.582,9.899,82.289,185.735,grapes,8074.242,28.067
16.322,143.524,200.737,31.606,81.9,557.046,grapes,9078.759,28.607
18.388,142.873,194.394,27.856,84.827,432.945,grapes,7573.622,33.937
22.733,135.558,201.044,10.722,79.543,239.194,grapes,8406.727,30.283
5.26,128.217,211.4,28.286,83.335,401.342,grapes,7147.601,31.459
32.51,141.147,191.888,35.332,83.902,726.792,grapes,6643.323,22.884
34.996,123.455,201.553,39.395,84.752,570.307,grapes,7551.459,28.947
36.563,119.081,198.252,17.35,84.0,294.064,grapes,7321.402,30.075
26.024,131.938,187.797,18.302,79.162,367.848,grapes,8243.901,34.982
44.866,120.009,200.96,26.285,81.321,516.282,grapes,7574.602,33.521
14.23,120.755,201.886,10.134,85.573,167.532,grapes,8612.473,30.779
31.48,147.641,201.037,18.837,82.513,343.636,grapes,8508.569,23.276
24.352,144.645,209.557,9.757,80.1,254.396,grapes,7704.773,30.804
32.637,127.945,197.85,16.557,86.902,283.684,grapes,6543.356,29.888
16.413,131.644,204.557,28.607,81.574,553.576,grapes,8744.525,21.167
14.858,118.16,188.837,18.469,80.893,339.132,grapes,8625.85,28.777
32.996,126.666,193.838,18.283,81.87,277.592,grapes,7243.563,31.957
11.812,122.6,212.001,13.731,78.988,336.196,grapes,7870.584,33.092
30.645,124.842,205.081,40.711,81.433,761.114,grapes,7809.964,23.197
16.055,140.649,202.689,26.757,81.125,422.376,grapes,8193.002,21.647
4.246,140.144,201.356,29.627,82.047,519.544,grapes,7306.133,29.749
33.011,131.606,198.154,40.562,79.691,821.378,grapes,7443.637,28.267
29.141,130.521,197.651,16.069,83.864,325.112,grapes,7540.169,27.517
37.795,125.89,203.222,17.847,83.849,346.159,grapes,8133.827,26.088
5.165,125.621,199.218,27.628,81.381,418.663,grapes,8518.064,31.543
35.705,122.248,201.827,18.704,83.318,385.921,grapes,8278.918,30.911
10.8,143.119,201.14,30.953,80.647,569.454,grapes,7359.636,31.246
35.056,135.346,203.663,21.8,80.835,343.801,grapes,8058.346,24.469
15.348,131.745,204.709,38.939,82.987,672.9,grapes,8147.835,26.106
18.56,133.293,198.366,24.36,82.558,402.483,grapes,10516.356,32.122
7.13,117.604,200.437,12.727,82.458,188.091,grapes,9212.517,26.499
0.647,123.591,197.364,40.155,83.449,525.228,grapes,8555.416,30.534
39.035,142.274,202.201,41.068,80.512,741.567,grapes,7923.389,38.906
37.499,139.52,200.627,35.771,84.516,532.051,grapes,7750.067,25.826
37.059,135.929,200.324,40.601,77.17,703.534,grapes,7274.289,33.298
24.673,121.596,204.969,30.642,82.591,573.57,grapes,8446.801,29.943
18.295,122.657,193.383,19.157,80.354,276.585,grapes,9767.443,30.282
35.534,123.716,196.088,17.674,82.343,293.707,grapes,8572.509,21.276
9.012,131.527,208.221,24.186,83.934,506.37,grapes,7854.224,23.193
-0.747,124.912,195.342,39.262,82.08,651.681,grapes,7211.314,29.025
-0.714,124.621,198.227,39.981,83.128,651.279,grapes,7432.839,28.277
16.53,121.746,205.646,34.538,81.088,532.528,grapes,7729.645,36.345
31.303,129.731,199.505,15.845,81.841,345.964,grapes,7336.197,30.188
10.04,133.464,204.675,23.988,82.252,424.278,grapes,8414.865,29.759
27.318,141.975,199.531,39.728,82.798,628.384,grapes,8285.538,24.282
41.157,123.543,198.285,17.802,83.764,380.23,grapes,6289.006,20.628
33.737,136.74,206.827,25.148,83.674,383.562,grapes,9022.928,37.627
5.756,122.833,208.009,12.624,82.914,228.683,grapes,8233.588,25.492
21.25,144.899,208.654,9.782,80.491,219.69,grapes,6583.528,27.724
4.916,134.411,207.087,29.972,82.921,479.431,grapes,6238.348,30.432
7.547,143.264,199.239,27.005,82.187,490.619,grapes,7586.548,30.769
38.387,126.277,208.025,25.033,82.005,466.656,grapes,10166.961,34.958
27.501,143.711,205.985,12.441,84.624,260.765,grapes,8461.094,34.817
36.012,116.915,199.304,10.239,85.863,171.128,grapes,7686.881,28.878
24.344,133.597,199.971,23.868,80.6,437.494,grapes,8218.134,29.581
18.315,120.46,196.202,18.981,83.462,352.031,grapes,8478.63,27.262
37.626,144.855,197.66,24.709,82.446,415.222,grapes,7739.807,37.273
8.801,123.016,201.843,9.214,81.419,152.439,grapes,7356.214,24.185
37.735,142.567,196.777,11.406,82.611,268.256,grapes,8930.911,26.939
14.341,128.66,193.844,12.607,83.637,239.394,grapes,6728.385,26.997
29.072,145.301,201.821,18.497,82.81,344.527,grapes,7153.373,22.758
36.783,124.863,206.767,19.379,79.318,503.855,grapes,7666.33,19.6
15.541,134.071,203.482,17.561,78.376,321.067,grapes,6959.144,31.594
7.782,141.807,198.731,25.768,80.698,551.323,grapes,7817.093,28.767
23.081,132.951,204.053,23.663,78.738,487.437,grapes,7368.625,33.047
6.171,144.954,204.267,31.098,80.172,647.224,grapes,9610.86,26.448
8.365,119.865,203.767,12.638,83.117,248.069,grapes,6406.723,37.69
25.903,123.415,191.965,20.184,83.107,337.577,grapes,7290.596,37.427
33.83,136.882,205.395,36.214,82.939,588.135,grapes,8131.282,26.013
6.221,142.734,204.45,17.569,82.797,293.784,grapes,7123.439,19.794
34.956,129.726,196.034,40.692,80.914,749.747,grapes,7227.28,27.976
27.623,140.703,193.852,35.693,82.782,595.537,grapes,8462.754,35.061
13.144,145.269,196.959,32.023,79.329,534.677,grapes,9361.602,33.068
